Address,FirstDraw
104XX S WHIPPLE ST,2
104XX S WHIPPLE ST,< 1
104XX S WHIPPLE ST,3.9
104XX S WHIPPLE ST,2
104XX S WOOD ST,1.8
104XX S WOOD ST,1.3
105XX S ABERDEEN ST,<0.5
105XX S ARTESIAN AVE,8.2
105XX S AVE J,3.58
105XX S AVE J,2.95
105XX S AVENUE E,4.6
105XX S AVENUE F,4.5
105XX S AVENUE F,3.1
105XX S AVENUE F,9.3
105XX S AVENUE G,2.5
105XX S AVENUE J AVE,3.7
105XX S AVENUE M,< 1
105XX S AVENUE M,<0.5
105XX S AVENUE N,3
105XX S AVENUE N,3.7
105XX S AVENUE N,< 1
105XX S AVERS AVE,8.6
105XX S AVERS AVE,2.9
105XX S AVERS AVE,7.5
105XX S AVERS AVE,3.1
105XX S BELL AVE,3.5
105XX S BELL AVE,2.3
105XX S BENSLEY AVE,2.4
105XX S CALHOUN AVE,4
105XX S CALHOUN AVE,5.4
105XX S CAMPBELL AVE,1.8
105XX S CAMPBELL AVE,1.5
105XX S CAMPBELL AVE,1.4
105XX S CAMPBELL AVE,1
105XX S CAMPBELL AVE,8.7
105XX S CAMPBELL AVE,2.5
105XX S CAMPBELL AVE,2.1
105XX S CAMPBELL AVE,< 1
105XX S CAMPBELL AVE,1.7
105XX S CENTRAL PARK AVE,2.8
105XX S CENTRAL PARK AVE,4.5
105XX S CENTRAL PARK AVE,3
105XX S CENTRAL PARK AVE,3
105XX S CENTRAL PARK AVE,See Follow-Up Sequential Sampling Table for Results
105XX S CHRISTIANA AVE,3.6
105XX S CHRISTIANA AVE,4.7
105XX S CHRISTIANA AVE,See Follow-Up Sequential Sampling Table for Results
105XX S CHRISTIANA AVE**,See Follow-Up Sequential Sampling Table for Results
105XX S CHRISTIANA AVE**,3.6
105XX S CHRISTIANA AVE**,See Follow-Up Sequential Sampling Table for Results
105XX S CHURCH ST,< 1
105XX S CHURCH ST,3.1
105XX S CHURCH ST,3
105XX S CHURCH ST,4
105XX S CLAREMONT AVE,3.1
105XX S CLAREMONT AVE,3.1
105XX S CLAREMONT AVE,2.1
105XX S CLAREMONT AVE,5.8
105XX S CLAREMONT AVE,9.3
105XX S COTTAGE GROVE AVE,2.5
105XX S DOCTOR MARTIN LUTHER KING JR DR,2.4
105XX S DR MARTIN LUTHER KING JR DR,1.6
105XX S DRAKE AVE,2
105XX S EBERHART AVE,6.3
105XX S EBERHART AVE,2.7
105XX S EBERHART AVE,2.4
105XX S EDBROOKE AVE,2
105XX S EGGLESTON AVE,4.7
105XX S EGGLESTON AVE,12
105XX S EGGLESTON AVE,12
105XX S EGGLESTON AVE**,See Follow-Up Sequential Sampling Table for Results
105XX S EGGLESTON AVE**,See Follow-Up Sequential Sampling Table for Results
105XX S EGGLESTON AVE**,12
105XX S EMERALD,3.9
105XX S EMERALD,See Follow-Up Sequential Sampling Table for Results
105XX S EMERALD AVE,2.1
105XX S EMERALD AVE,1.3
105XX S EMERALD AVE,3.9
105XX S EMERALD AVE,3.2
105XX S EMERALD AVE,1.8
105XX S EMERALD AVE,3.9
105XX S EMERALD AVE,5.2
105XX S EMERALD AVE,1.7
105XX S Ewing Ave,13
105XX S FOREST AVE,4
105XX S GREEN BAY AVE,6.2
105XX S GREEN ST,4.4
105XX S GREEN ST,4.5
105XX S GREEN ST,1.2
105XX S H,< 1
105XX S HALE AVE,< 1
105XX S HAMILTON AVE,0.9
105XX S HAMLIN AVE,< 1
105XX S HARDING AVE,2.8
105XX S HARDING AVE,4.5
105XX S HARDING AVE,4.6
105XX S HARDING AVE,See Follow-Up Sequential Sampling Table for Results
105XX S HARDING AVE,10
105XX S HARDING AVE,10
105XX S HOMAN AVE,4.1
105XX S HOMAN AVE,1.4
105XX S HOMAN AVE,6.1
105XX S HOMAN AVE,6.1
105XX S HOMAN AVE,See Follow-Up Sequential Sampling Table for Results
105XX S HOXIE AVE,9.6
105XX S HOYNE AVE,3
105XX S HOYNE AVE,2
105XX S HOYNE AVE,3
105XX S HOYNE AVE,1.7
105XX S HOYNE AVE,1.3
105XX S HOYNE AVE,5.5
105XX S INDIANA AVE,1.96
105XX S KEDZIE AVE,5.7
105XX S KEDZIE AVE,1.6
105XX S KEDZIE AVE,7.8
105XX S KEDZIE AVE,8
105XX S KEDZIE AVE,8
105XX S KEDZIE AVE,See Follow-Up Sequential Sampling Table for Results
105XX S KEDZIE AVE,9.7
105XX S KEDZIE AVE,See Follow-Up Sequential Sampling Table for Results
105XX S KEDZIE AVE,3.8
105XX S L,1.7
105XX S LAFAYETTE AVE,1.3
105XX S LAWNDALE AVE,2
105XX S LAWNDALE AVE,2.4
105XX S LAWNDALE AVE,1.1
105XX S LAWNDALE AVE,1.2
105XX S LEAVITT ST,2.4
105XX S LEAVITT ST,4
105XX S LEAVITT ST,3.7
105XX S LONGWOOD DR,3
105XX S LOWE AVE,1.9
105XX S LOWE AVE,3.4
105XX S MAPLEWOOD AVE,2.5
105XX S MAPLEWOOD AVE,< 1
105XX S MAPLEWOOD AVE,< 1
105XX S MAPLEWOOD AVE,2.9
105XX S MAPLEWOOD AVE,1.6
105XX S MAPLEWOOD AVE,4.6
105XX S MARTIN ST,< 1
105XX S MICHIGAN AVE,< 1
105XX S MICHIGAN AVE,< 1
105XX S MILLARD AVE,2.5
105XX S MILLARD AVE,2.1
105XX S MILLARD AVE,1.1
105XX S MILLARD AVE,1.4
105XX S MILLARD AVE,2.3
105XX S MILLARD AVE,1.1
105XX S MILLARD AVE,2
105XX S MORGAN ST,1.3
105XX S MORGAN ST,1.5
105XX S NORMAL AVE,4
105XX S NORMAL AVE,3.1
105XX S NORMAL AVE,2.4
105XX S NORMAL AVE,2.5
105XX S NORMAL AVE,6.4
105XX S NORMAL AVE,2.5
105XX S OAKLEY AVE,3.6
105XX S OAKLEY AVE,17
105XX S OAKLEY AVE,17
105XX S OAKLEY AVE,See Follow-Up Sequential Sampling Table for Results
105XX S PARNELL AVE,< 1
105XX S PARNELL AVE,2.5
105XX S PEORIA ST,4.9
105XX S PEORIA ST,1.2
105XX S PEORIA ST,1.1
105XX S PEORIA ST,2.5
105XX S PRAIRIE AVE,2.4
105XX S PRAIRIE AVE,4.1
105XX S PRAIRIE AVE,2.5
105XX S PRAIRIE AVE,2.4
105XX S PROSPECT AVE,1.6
105XX S PROSPECT AVE,1.6
105XX S RACINE AVE,20
105XX S RHODES AVE,5.3
105XX S RIDGEWAY AVE,3.1
105XX S RIDGEWAY AVE,2.4
105XX S RIDGEWAY AVE,< 1
105XX S RIDGEWAY AVE,2.6
105XX S RIDGEWAY AVE,2.9
105XX S SACRAMENTO AVE,5.5
105XX S SAINT LOUIS AVE,1.8
105XX S SAINT LOUIS AVE,4.6
105XX S SANGAMON ST,1.7
105XX S SANGAMON ST,1
105XX S SAWYER AVE,1.6
105XX S SAWYER AVE,< 1
105XX S SAWYER AVE,2.4
105XX S SEELEY AVE,5.4
105XX S SEELEY AVE,5.4
105XX S SEELEY AVE,See Follow-Up Sequential Sampling Table for Results
105XX S SPAULDING AVE,< 1
105XX S SPAULDING AVE,5.6
105XX S SPAULDING AVE,1.3
105XX S SPAULDING AVE,7.8
105XX S SPAULDING AVE,2.1
105XX S SPAULDING AVE,3.6
105XX S SPAULDING AVE,<1.0
105XX S SPRINGFIELD AVE,1.4
105XX S SPRINGFIELD AVE,2.5
105XX S SPRINGFIELD AVE,2.6
105XX S ST LOUIS AVE,3.2
105XX S TALMAN AVE,3
105XX S TALMAN AVE,3.2
105XX S TALMAN AVE,9.8
105XX S TROY ST,5.2
105XX S TROY ST,1.9
105XX S TROY ST,9.6
105XX S TROY ST,3.5
105XX S TRUMBULL AVE,2.1
105XX S TRUMBULL AVE,2
105XX S TRUMBULL AVE,5.5
105XX S TRUMBULL AVE,2.4
105XX S TRUMBULL AVE,< 1
105XX S TRUMBULL AVE,5.2
105XX S UNION AVE,1.5
105XX S UNION AVE,5
105XX S VERNON AVE,2.6
105XX S VERNON AVE,3.7
105XX S VERNON AVE,6.9
105XX S VERNON AVE,8.6
105XX S VERNON AVE,2.6
105XX S WABASH AVE,0.5
105XX S WALDEN PKWY,1.4
105XX S WALDEN PKWY,3.1
105XX S WALLACE ST,1.2
105XX S WENTWORTH AVE,1
105XX S WHIPPLE ST,1.6
105XX S WHIPPLE ST,2.9
105XX S WOOD ST,4.2
105XX S WOOD ST,4.5
105XX S WOOD ST,3.1
105XX S Wood St,12
105XX S YATES AVE,< 1
106XX S ABERDEEN ST,18
106XX S ABERDEEN ST,18
106XX S ABERDEEN ST,See Follow-Up Sequential Sampling Table for Results
106XX S ABERDEEN ST,1.6
106XX S ALBANY AVE,3.2
106XX S ALBANY AVE,5.2
106XX S ARTESIAN AVE,2.7
106XX S ARTESIAN AVE,1.4
106XX S AVENUE C,4.3
106XX S AVENUE C,2.2
106XX S AVENUE E,2.9
106XX S AVENUE E ST,1.3
106XX S AVENUE G,< 1
106XX S AVENUE J,53
106XX S AVENUE J,See Follow-Up Sequential Sampling Table for Results
106XX S AVENUE J AVE,53
106XX S AVENUE L,2.3
106XX S AVENUE M,< 1
106XX S AVERS AVE,1.9
106XX S AVERS AVE,4.4
106XX S BELL AVE,2.9
106XX S BELL AVE,3.5
106XX S BELL AVE,2.7
106XX S BELL AVE,5
106XX S CALIFORNIA AVE,4.2
106XX S CALUMET AVE,5.7
106XX S CALUMET AVE,2.1
106XX S CALUMET AVE,1.4
106XX S CAMPBELL AVE,2.7
106XX S CAMPBELL AVE,1.4
106XX S CAMPBELL AVE,3.7
106XX S CENTRAL PARK AVE,3.2
106XX S CENTRAL PARK AVE,< 1
106XX S CENTRAL PARK AVE,1.7
106XX S CHAMPLAIN AVE,4.9
106XX S CHRISTIANA AVE,3.2
106XX S CHRISTIANA AVE,3.2
106XX S CHURCH ST,8.4
106XX S CHURCH ST,5.3
106XX S CHURCH ST,See Follow-Up Sequential Sampling Table for Results
106XX S CHURCH ST,2.3
106XX S CHURCH ST,2.9
106XX S CLAREMONT AVE,4.8
106XX S CLAREMONT AVE,2.3
106XX S CLAREMONT AVE,4.1
106XX S CLAREMONT AVE,< 1
106XX S DRAKE AVE,1
106XX S DRAKE AVE,3.8
106XX S DRAKE AVE,3.8
106XX S DRAKE AVE,See Follow-Up Sequential Sampling Table for Results
106XX S DRAKE AVE,<0.5
106XX S E,2.6
106XX S EBERHART AVE,1.9
106XX S EBERHART AVE,1.5
106XX S EBERHART AVE,12
106XX S EBERHART AVE,See Follow-Up Sequential Sampling Table for Results
106XX S EBERHART AVE,9.5
106XX S EBERHART AVE,See Follow-Up Sequential Sampling Table for Results
106XX S EBERHART AVE,4.8
106XX S EBERHART AVE,5.2
106XX S EBERHART AVE,12
106XX S EDBROOKE AVE,1.2
106XX S EMERALD AVE,1.76
106XX S EMERALD AVE,1.55
106XX S EMERALD AVE,2.7
106XX S EMERALD AVE,3.8
106XX S FAIRFIELD AVE,3.4
106XX S FOREST AVE,3.3
106XX S FOREST AVE,2
106XX S GLENROY AVE,<0.5
106XX S GREEN ST,2.5
106XX S HALE AVE,1.4
106XX S HAMILTON AVE,2.1
106XX S HAMILTON AVE,2.3
106XX S HAMILTON AVE,3.5
106XX S HAMLIN AVE,2.5
106XX S HAMLIN AVE,1.4
106XX S HARDING AVE,4.3
106XX S HARDING AVE,5.9
106XX S HARDING AVE,4.5
106XX S HOMAN AVE,3.3
106XX S HOMAN AVE,2.5
106XX S HOXIE AVE,7
106XX S HOYNE AVE,3
106XX S HOYNE AVE,2.5
106XX S HOYNE AVE,< 1
106XX S HOYNE AVE,See Follow-Up Sequential Sampling Table for Results
106XX S HOYNE AVE,4.3
106XX S HOYNE AVE,4.3
106XX S INDIANA AVE,< 1
106XX S INDIANA AVE,< 1
106XX S KEDZIE AVE,2.7
106XX S KEDZIE AVE,7.4
106XX S KEDZIE AVE,1.5
106XX S KEDZIE AVE,2
106XX S L,3.4
106XX S LAFAYETTE AVE,5.4
106XX S LANGLEY AVE,3.6
106XX S LANGLEY AVE,3.8
106XX S LAWNDALE AVE,1.5
106XX S LAWNDALE AVE,4.7
106XX S LAWNDALE AVE,2
106XX S LEAVITT ST,3.3
106XX S LEAVITT ST,6.1
106XX S LEAVITT ST,1.8
106XX S LEAVITT ST,2
106XX S LEAVITT ST**,See Follow-Up Sequential Sampling Table for Results
106XX S LEAVITT ST**,6.1
106XX S LEAVITT ST**,See Follow-Up Sequential Sampling Table for Results
106XX S LONGWOOD DR,1.9
106XX S LONGWOOD DR,5.6
106XX S LONGWOOD DR,8.5
106XX S LOWE AVE,3.4
106XX S LOWE AVE,1.9
106XX S MAPLEWOOD AVE,2.2
106XX S MAPLEWOOD AVE,2
106XX S MILLARD AVE,2.6
106XX S MILLARD AVE,1.5
106XX S MILLARD AVE,3.4
106XX S MILLARD AVE,8.3
106XX S NORMAL AVE,9.2
106XX S NORMAL AVE,14
106XX S NORMAL AVE,62
106XX S NORMAL AVE,9.2
106XX S NORMAL AVE,See Follow-Up Sequential Sampling Table for Results
106XX S OAKLEY AVE,12
106XX S PARNELL AVE,2.1
106XX S PROSPECT AVE,1.7
106XX S PROSPECT AVE,1.8
106XX S RHODES AVE,2.8
106XX S RHODES AVE,1.8
106XX S RHODES AVE,1.7
106XX S RHODES AVE,10
106XX S RIDGEWAY AVE,3.4
106XX S RIDGEWAY AVE,2.9
106XX S SACRAMENTO AVE,1.5
106XX S SAINT LOUIS AVE,1.6
106XX S SAINT LOUIS AVE,1.8
106XX S SANGAMON ST,9.9
106XX S SPAULDING AVE,3
106XX S SPAULDING AVE,< 1
106XX S SPRINGFIELD AVE,3.7
106XX S SPRINGFIELD AVE,2.5
106XX S ST LOUIS AVE,2.2
106XX S TALMAN AVE,5.9
106XX S TALMAN AVE,< 1
106XX S TALMAN AVE,3.9
106XX S TALMAN AVE,3.9
106XX S TALMAN AVE,See Follow-Up Sequential Sampling Table for Results
106XX S TROY ST,1.5
106XX S TROY ST,2.8
106XX S TRUMBULL AVE,< 1
106XX S TRUMBULL AVE,< 1
106XX S TRUMBULL AVE,< 1
106XX S UNION AVE,1.1
106XX S UNION AVE,2.8
106XX S VERNON AVE,5.8
106XX S VERNON AVE,1.1
106XX S WALLACE ST,14
106XX S WALLACE ST,2.5
106XX S WALLACE ST,2.6
106XX S WHIPPLE ST,3
106XX S WOOD ST,3
106XX S WOOD ST,5.9
106XX S WOOD ST,4
106XX S WOOD ST,7.2
106XX S WOOD ST,<0.5
106XX S WOOD ST,3.1
107XX AVE O,6.4
107XX AVE O,See Follow-Up Sequential Sampling Table for Results
107XX S ALBANY AVE,2.3
107XX S ALBANY AVE,5.5
107XX S ARTESIAN AVE,5.6
107XX S AVENUE,2.1
107XX S AVENUE C,1.7
107XX S AVENUE E,6.4
107XX S AVENUE G,< 1
107XX S Avenue G,0.8
107XX S AVENUE G,1.5
107XX S AVENUE H,2.7
107XX S AVENUE H AVE,1.1
107XX S AVENUE L,2.5
107XX S AVENUE L,3.5
107XX S AVENUE L AVE,3.3
107XX S AVENUE M,9.6
107XX S AVENUE N,6.2
107XX S AVENUE N,Customer declined further testing
107XX S AVENUE O,2.7
107XX S AVENUE O,6.4
107XX S B,2
107XX S BELL AVE,5.8
107XX S BEVERLY AVE,2.5
107XX S BUFFALO AVE,22
107XX S BUFFALO AVE,22
107XX S BUFFALO AVE,See Follow-Up Sequential Sampling Table for Results
107XX S BUFFALO AVE,1.8
107XX S BUFFALO AVE,1.2
107XX S BUFFALO AVE,1.8
107XX S BUFFALO AVE,5.5
107XX S CALIFORNIA AVE,5.2
107XX S CALUMET AVE,6.4
107XX S CALUMET AVE,5.9
107XX S CAMPBELL AVE,2.8
107XX S CAMPBELL AVE,4.2
107XX S CAMPBELL AVE,See Follow-Up Sequential Sampling Table for Results
107XX S CAMPBELL AVE,1.6
107XX S CAMPBELL AVE,3.7
107XX S CENTRAL PARK AVE,4
107XX S CENTRAL PARK AVE,8.4
107XX S CENTRAL PARK AVE,3.3
107XX S CENTRAL PARK AVE,2.3
107XX S CHAMPLAIN AVE,8.1
107XX S CHAMPLAIN AVE,14
107XX S CHAMPLAIN AVE,8.1
107XX S CHAMPLAIN AVE,See Follow-Up Sequential Sampling Table for Results
107XX S CHURCH ST,< 1
107XX S CHURCH ST,7.6
107XX S CHURCH ST,0.7
107XX S COTTAGE GROVE AVE,9.9
107XX S COTTAGE GROVE AVE,See Follow-Up Sequential Sampling Table for Results
107XX S COTTAGE GROVE AVE,1.6
107XX S COTTAGE GROVE AVE,0.7
107XX S COTTAGE GROVE AVE,6
107XX S COTTAGE GROVE AVE,41
107XX S COTTAGE GROVE AVE,41
107XX S DR MARTIN LUTHER KING JR DR,4.8
107XX S DR MARTIN LUTHER KING JR DR,4.8
107XX S DR MARTIN LUTHER KING JR DR,See Follow-Up Sequential Sampling Table for Results
107XX S DRAKE AVE,1.5
107XX S DRAKE AVE,2.7
107XX S DREW ST,2
107XX S DREW ST,14
107XX S EBERHART AVE,2.3
107XX S EBERHART AVE,560
107XX S EBERHART AVE,See Follow-Up Sequential Sampling Table for Results
107XX S EGGLESTON AVE,5
107XX S EMERALD AVE,2.2
107XX S EMERALD AVE,1.3
107XX S EWING AVE,< 1
107XX S FAIRFIELD AVE,9.7
107XX S FOREST AVE,1.2
107XX S G,1.6
107XX S G,1.2
107XX S G,1.8
107XX S GREEN BAY AVE,3.5
107XX S HALE AVE,2.4
107XX S HAMLIN AVE,3.6
107XX S HAMLIN AVE,2.5
107XX S HAMLIN AVE,5.7
107XX S HAMLIN AVE,3.6
107XX S HAMLIN AVE,1.5
107XX S HAMLIN AVE,1.9
107XX S HAMLIN AVE,1.1
107XX S HAMLIN AVE,3.9
107XX S HAMLINE AVE,1.5
107XX S HOMAN AVE,5.2
107XX S HOMAN AVE,< 1
107XX S HOMAN AVE,1.9
107XX S HOXIE AVE,2.6
107XX S HOYNE AVE,1.09
107XX S HOYNE AVE,< 1
107XX S HOYNE AVE,4.1
107XX S HOYNE AVE,See Follow-Up Sequential Sampling Table for Results
107XX S HOYNE AVE,See Follow-Up Sequential Sampling Table for Results
107XX S HOYNE AVE,39
107XX S HOYNE AVE,39
107XX S KEDZIE AVE,2.3
107XX S KEDZIE AVE,4.4
107XX S KEDZIE AVE,1.9
107XX S L,3
107XX S LONGWOOD DR,4.7
107XX S LONGWOOD DR,5.9
107XX S LONGWOOD DR,4.8
107XX S LONGWOOD DR,2.1
107XX S LONGWOOD DR,1.5
107XX S LOWE AVE,3.9
107XX S LOWE AVE,5.8
107XX S M,6.5
107XX S MAPLEWOOD AVE,3.2
107XX S MAPLEWOOD AVE,4.6
107XX S MILLARD AVE,4.1
107XX S MILLARD AVE,1.7
107XX S MORGAN ST,4.2
107XX S MORGAN ST,3.3
107XX S MORGAN ST,2.3
107XX S MORGAN ST,2.2
107XX S MORGAN ST,3.6
107XX S MORGAN ST,1.8
107XX S NORMAL AVE,28
107XX S NORMAL AVE,Customer declined further testing
107XX S NORMAL AVE,1.5
107XX S NORMAL AVE,1.1
107XX S O,9.2
107XX S PEORIA ST,4.2
107XX S PRAIRIE AVE,< 1
107XX S PRAIRIE AVE,0.6
107XX S PROSPECT AVE,4.9
107XX S PROSPECT AVE,2.5
107XX S PULASKI RD,1.6
107XX S RIDGEWAY AVE,8.1
107XX S RIDGEWAY AVE,6.6
107XX S ROCKWELL ST,1.6
107XX S ROCKWELL ST,3.6
107XX S SACRAMENTO AVE,1.6
107XX S SAINT LOUIS AVE,2.7
107XX S SAINT LOUIS AVE,1.7
107XX S SAINT LOUIS AVE,1.9
107XX S SAINT LOUIS AVE,2.5
107XX S SANGAMON ST,3.9
107XX S SAWYER AVE,2.4
107XX S SEELEY AVE,< 1
107XX S SPAULDING AVE,6.7
107XX S SPAULDING AVE,See Follow-Up Sequential Sampling Table for Results
107XX S SPAULDING AVE,6.7
107XX S SPRINGFIELD AVE,2.6
107XX S STATE ST,6
107XX S STATE ST,18
107XX S TALMAN,4.1
107XX S TALMAN,See Follow-Up Sequential Sampling Table for Results
107XX S TALMAN AVE,4.2
107XX S TALMAN AVE,4.1
107XX S TALMAN AVE,2.8
107XX S TALMAN AVE,1.5
107XX S TALMAN AVE,3.6
107XX S TALMAN AVE,2.5
107XX S TALMAN AVE,2.5
107XX S TALMAN AVE,3.2
107XX S TALMAN AVE,3.7
107XX S TALMAN AVE,4.1
107XX S TROY ST,5.9
107XX S TROY ST,< 1
107XX S Troy St,0.9
107XX S TRUMBULL AVE,3.6
107XX S TRUMBULL AVE,2.1
107XX S TRUMBULL AVE,5.6
107XX S UNION AVE,10
107XX S UNION AVE,3
107XX S UNION AVE,1.9
107XX S VERNON AVE,9
107XX S VERNON AVE,8.2
107XX S Wabash Ave,3.6
107XX S WALLACE ST,3.7
107XX S WALLACE ST,10
107XX S WALLACE ST,10
107XX S WALLACE ST,See Follow-Up Sequential Sampling Table for Results
107XX S WALLACE ST,4.3
107XX S WALLACE ST,1.4
107XX S WALLACE ST,2.3
107XX S WASHTENAW,2.5
107XX S WASHTENAW,See Follow-Up Sequential Sampling Table for Results
107XX S WASHTENAW AVE,< 1
107XX S WASHTENAW AVE,1.8
107XX S WASHTENAW AVE,10
107XX S WASHTENAW AVE,7.7
107XX S WASHTENAW AVE,3.2
107XX S WASHTENAW AVE,3.6
107XX S WASHTENAW AVE,2.5
107XX S WENTWORTH AVE,1.5
107XX S WHIPPLE ST,7.5
107XX S WOOD ST,< 1
108XX S ALBANY AVE,< 1
108XX S ARTESIAN AVE,2.8
108XX S ARTESIAN AVE,5.8
108XX S AVENUE C,2.5
108XX S AVENUE C,1.9
108XX S AVENUE F,7.1
108XX S AVENUE F,7.1
108XX S AVENUE F,See Follow-Up Sequential Sampling Table for Results
108XX S AVENUE H,4.2
108XX S AVENUE H,4.5
108XX S AVENUE N,1.9
108XX S AVENUE N,<1.0
108XX S AVENUE O,4.6
108XX S AVERS AVE,2.2
108XX S AVERS AVE,3.4
108XX S AVERS AVE,See Follow-Up Sequential Sampling Table for Results
108XX S B,2.7
108XX S B,1.8
108XX S BELL AVE,2.9
108XX S BELL AVE,< 1
108XX S BELL AVE,1.6
108XX S BENSLEY AVE,0.6
108XX S BEVERLY AVE,5.1
108XX S CALIFORNIA AVE,1.6
108XX S CALUMET AVE,2.2
108XX S CALUMET AVE,5.4
108XX S CAMPBELL AVE,2.4
108XX S CENTRAL PARK AVE,3.9
108XX S CENTRAL PARK AVE,7.2
108XX S CENTRAL PARK AVE,7.2
108XX S CENTRAL PARK AVE,See Follow-Up Sequential Sampling Table for Results
108XX S DR MARTIN LUTHER KING JR DR,2.6
108XX S DRAKE AVE,3
108XX S DRAKE AVE,< 1
108XX S DRAKE AVE,2.3
108XX S DRAKE AVE,2
108XX S DRAKE AVE,6.3
108XX S DRAKE AVE,See Follow-Up Sequential Sampling Table for Results
108XX S EGGLESTON AVE,1.8
108XX S EGGLESTON AVE,See Follow-Up Sequential Sampling Table for Results
108XX S EGGLESTON AVE,1.8
108XX S EGGLESTON AVE,1.1
108XX S EMERALD AVE,7.3
108XX S EMERALD AVE,1.9
108XX S F,2
108XX S F,5.3
108XX S FAIRFIELD AVE,3.5
108XX S FAIRFIELD AVE,2.8
108XX S FAIRFIELD AVE,1.4
108XX S FOREST AVE,1.7
108XX S FOREST AVE,2
108XX S FOREST AVE,<0.5
108XX S GREEN ST,2.7
108XX S GREEN ST,4
108XX S GREEN ST,4
108XX S GREEN ST,See Follow-Up Sequential Sampling Table for Results
108XX S HALE AVE,1.2
108XX S HAMLIN AVE,1.1
108XX S HAMLIN AVE,5.3
108XX S HAMLIN AVE,< 1
108XX S HAMLIN AVE,3.1
108XX S HAMLIN AVE,6.2
108XX S HAMLIN AVE,See Follow-Up Sequential Sampling Table for Results
108XX S HOYNE AVE,3.9
108XX S HOYNE AVE,< 1
108XX S HOYNE AVE,6
108XX S HOYNE AVE,1.9
108XX S HOYNE AVE,6.3
108XX S HOYNE AVE,<0.5
108XX S INDIANA AVE,1.7
108XX S KEDZIE AVE,1.6
108XX S KEDZIE AVE,2.5
108XX S LAWNDALE AVE,5.2
108XX S LAWNDALE AVE,1.3
108XX S LAWNDALE AVE,2.7
108XX S LONGWOOD DR,5.3
108XX S Longwood Dr,4
108XX S LOWE AVE,6.8
108XX S LOWE AVE,2.8
108XX S MAPLEWOOD AVE,1.3
108XX S MAPLEWOOD AVE,< 1
108XX S MAPLEWOOD AVE,1.8
108XX S MAPLEWOOD AVE,2.8
108XX S MAPLEWOOD AVE,1.9
108XX S MILLARD AVE,< 1
108XX S MILLARD AVE,< 1
108XX S MORGAN ST,2.9
108XX S MORGAN ST,2.7
108XX S MORGAN ST,See Follow-Up Sequential Sampling Table for Results
108XX S MORGAN ST,9.7
108XX S NORMAL AVE,10
108XX S NORMAL AVE,2
108XX S NORMAL AVE,7.1
108XX S NORMAL AVE,1.7
108XX S NORMAL AVE,8.3
108XX S NORMAL AVE,4
108XX S O,3.7
108XX S PARNELL AVE,1.4
108XX S PARNELL AVE,3.1
108XX S PEORIA ST,2.2
108XX S PRAIRIE AVE,2.8
108XX S PRAIRIE AVE,2.4
108XX S PRAIRIE AVE,<0.5
108XX S PRAIRIE AVE,2.5
108XX S PRAIRIE AVE,3.5
108XX S PROSPECT AVE,2.8
108XX S PROSPECT AVE,2.4
108XX S PROSPECT AVE,2.8
108XX S PROSPECT AVE,See Follow-Up Sequential Sampling Table for Results
108XX S PULASKI RD,1.3
108XX S RIDGEWAY AVE,9.5
108XX S RIDGEWAY AVE,5.2
108XX S ROCKWELL ST,2.1
108XX S ROCKWELL ST,5.1
108XX S ROCKWELL ST,1.1
108XX S SACRAMENTO AVE,0.6
108XX S SAINT LOUIS AVE,4.3
108XX S SAINT LOUIS AVE,3.4
108XX S SAINT LOUIS AVE,3.7
108XX S SANGAMON ST,2.2
108XX S SPRINGFIELD AVE,1.6
108XX S ST LOUIS AVE,2.3
108XX S ST LOUIS AVE,3.6
108XX S STATE LINE RD,2.3
108XX S TALMAN AVE,5
108XX S TALMAN AVE,1.6
108XX S TALMAN AVE,6.3
108XX S TROY ST,1.3
108XX S TROY ST,< 1
108XX S TROY ST,3.2
108XX S TROY ST,3.4
108XX S TROY ST,<1.0
108XX S TRUMBULL AVE,5.1
108XX S TRUMBULL AVE,2.3
108XX S TRUMBULL AVE,4.7
108XX S TRUMBULL AVE,2.8
108XX S TRUMBULL AVE,2.8
108XX S UNION AVE,1.1
108XX S UNION AVE,1.6
108XX S UNION AVE,3.2
108XX S UNION AVE,6.4
108XX S UNION AVE,1.3
108XX S VERNON AVE,4.1
108XX S VERNON AVE,11
108XX S VERNON AVE,11
108XX S VERNON AVE,See Follow-Up Sequential Sampling Table for Results
108XX S VINCENNES AVE,< 1
108XX S VINCENNES AVE,<1.0
108XX S WABASH AVE,1.8
108XX S WABASH AVE,1.7
108XX S WALLACE ST,4.7
108XX S WASHTENAW AVE,4
108XX S WASHTENAW AVE,1.4
108XX S WASHTENAW AVE,3
108XX S WASHTENAW AVE,4
108XX S WASHTENAW AVE,1.1
108XX S WASHTENAW AVE,< 1
108XX S WASHTENAW AVE,2.4
108XX S WESTERN AVE,<0.5
108XX S WHIPPLE ST,3.4
108XX S WHIPPLE ST,3.5
108XX S WOOD ST,4.5
108XX S WOOD ST,3
108XX S WOOD ST,2.4
109XX S ALBANY AVE,2.7
109XX S ALBANY AVE,3
109XX S ALBANY AVE,7.8
109XX S ALBANY AVE,2.6
109XX S ALBANY AVE,3.7
109XX S ARTESIAN AVE,3.5
109XX S ARTESIAN AVE,2
109XX S ARTESIAN AVE,3.5
109XX S AVENUE B,3.4
109XX S AVENUE B,6.9
109XX S AVENUE D ST,2.8
109XX S AVENUE E,< 1
109XX S AVENUE F,5.4
